"","x","y","xend","yend","col","lwd","lty","Cluster"
"14030",3505,0.0211643432573909,3505,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14031",3505.75,0.0211643432573909,3506.5,0.0211643432573909,"#1B9E77",0.7,"solid","LinearDown-3"
"14032",3506.5,0.0211643432573909,3506.5,0.00886710315185402,"#1B9E77",0.7,"solid","LinearDown-3"
"14033",3506.5,0.00886710315185402,3506,0.00886710315185402,"#1B9E77",0.7,"solid","LinearDown-3"
"14034",3506,0.00886710315185402,3506,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14035",3506.5,0.00886710315185402,3507,0.00886710315185402,"#1B9E77",0.7,"solid","LinearDown-3"
"14036",3507,0.00886710315185402,3507,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14037",3502.87408447266,0.485300667675796,3532.83166503906,0.485300667675796,"#1B9E77",0.7,"solid","LinearDown-3"
"14038",3532.83166503906,0.485300667675796,3532.83166503906,0.434048986937171,"#1B9E77",0.7,"solid","LinearDown-3"
"14039",3532.83166503906,0.434048986937171,3510.453125,0.434048986937171,"#1B9E77",0.7,"solid","LinearDown-3"
"14040",3510.453125,0.434048986937171,3510.453125,0.304219405369035,"#1B9E77",0.7,"solid","LinearDown-3"
"14041",3510.453125,0.304219405369035,3508.75,0.304219405369035,"#1B9E77",0.7,"solid","LinearDown-3"
"14042",3508.75,0.304219405369035,3508.75,0.142188633189821,"#1B9E77",0.7,"solid","LinearDown-3"
"14043",3508.75,0.142188633189821,3508,0.142188633189821,"#1B9E77",0.7,"solid","LinearDown-3"
"14044",3508,0.142188633189821,3508,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14045",3508.75,0.142188633189821,3509.5,0.142188633189821,"#1B9E77",0.7,"solid","LinearDown-3"
"14046",3509.5,0.142188633189821,3509.5,0.0869184823549963,"#1B9E77",0.7,"solid","LinearDown-3"
"14047",3509.5,0.0869184823549963,3509,0.0869184823549963,"#1B9E77",0.7,"solid","LinearDown-3"
"14048",3509,0.0869184823549963,3509,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14049",3509.5,0.0869184823549963,3510,0.0869184823549963,"#1B9E77",0.7,"solid","LinearDown-3"
"14050",3510,0.0869184823549963,3510,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14051",3510.453125,0.304219405369035,3512.15625,0.304219405369035,"#1B9E77",0.7,"solid","LinearDown-3"
"14052",3512.15625,0.304219405369035,3512.15625,0.19687031325056,"#1B9E77",0.7,"solid","LinearDown-3"
"14053",3512.15625,0.19687031325056,3511,0.19687031325056,"#1B9E77",0.7,"solid","LinearDown-3"
"14054",3511,0.19687031325056,3511,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14055",3512.15625,0.19687031325056,3513.3125,0.19687031325056,"#1B9E77",0.7,"solid","LinearDown-3"
"14056",3513.3125,0.19687031325056,3513.3125,0.14821954939869,"#1B9E77",0.7,"solid","LinearDown-3"
"14057",3513.3125,0.14821954939869,3512,0.14821954939869,"#1B9E77",0.7,"solid","LinearDown-3"
"14058",3512,0.14821954939869,3512,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14059",3513.3125,0.14821954939869,3514.625,0.14821954939869,"#1B9E77",0.7,"solid","LinearDown-3"
"14060",3514.625,0.14821954939869,3514.625,0.0878369715490667,"#1B9E77",0.7,"solid","LinearDown-3"
"14061",3514.625,0.0878369715490667,3513.5,0.0878369715490667,"#1B9E77",0.7,"solid","LinearDown-3"
"14062",3513.5,0.0878369715490667,3513.5,0.0286928409650853,"#1B9E77",0.7,"solid","LinearDown-3"
"14063",3513.5,0.0286928409650853,3513,0.0286928409650853,"#1B9E77",0.7,"solid","LinearDown-3"
"14064",3513,0.0286928409650853,3513,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14065",3513.5,0.0286928409650853,3514,0.0286928409650853,"#1B9E77",0.7,"solid","LinearDown-3"
"14066",3514,0.0286928409650853,3514,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14067",3514.625,0.0878369715490667,3515.75,0.0878369715490667,"#1B9E77",0.7,"solid","LinearDown-3"
"14068",3515.75,0.0878369715490667,3515.75,0.0633028043719569,"#1B9E77",0.7,"solid","LinearDown-3"
"14069",3515.75,0.0633028043719569,3515,0.0633028043719569,"#1B9E77",0.7,"solid","LinearDown-3"
"14070",3515,0.0633028043719569,3515,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14071",3515.75,0.0633028043719569,3516.5,0.0633028043719569,"#1B9E77",0.7,"solid","LinearDown-3"
"14072",3516.5,0.0633028043719569,3516.5,0.0420913155398304,"#1B9E77",0.7,"solid","LinearDown-3"
"14073",3516.5,0.0420913155398304,3516,0.0420913155398304,"#1B9E77",0.7,"solid","LinearDown-3"
"14074",3516,0.0420913155398304,3516,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14075",3516.5,0.0420913155398304,3517,0.0420913155398304,"#1B9E77",0.7,"solid","LinearDown-3"
"14076",3517,0.0420913155398304,3517,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14077",3532.83166503906,0.434048986937171,3555.21020507812,0.434048986937171,"#1B9E77",0.7,"solid","LinearDown-3"
"14078",3555.21020507812,0.434048986937171,3555.21020507812,0.381875791945993,"#1B9E77",0.7,"solid","LinearDown-3"
"14079",3555.21020507812,0.381875791945993,3530.48291015625,0.381875791945993,"#1B9E77",0.7,"solid","LinearDown-3"
"14080",3530.48291015625,0.381875791945993,3530.48291015625,0.275222366346011,"#1B9E77",0.7,"solid","LinearDown-3"
"14081",3530.48291015625,0.275222366346011,3521.21875,0.275222366346011,"#1B9E77",0.7,"solid","LinearDown-3"
"14082",3521.21875,0.275222366346011,3521.21875,0.206229883558742,"#1B9E77",0.7,"solid","LinearDown-3"
"14083",3521.21875,0.206229883558742,3518.75,0.206229883558742,"#1B9E77",0.7,"solid","LinearDown-3"
"14084",3518.75,0.206229883558742,3518.75,0.111658052882153,"#1B9E77",0.7,"solid","LinearDown-3"
"14085",3518.75,0.111658052882153,3518,0.111658052882153,"#1B9E77",0.7,"solid","LinearDown-3"
"14086",3518,0.111658052882153,3518,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14087",3518.75,0.111658052882153,3519.5,0.111658052882153,"#1B9E77",0.7,"solid","LinearDown-3"
"14088",3519.5,0.111658052882153,3519.5,0.0784382258016514,"#1B9E77",0.7,"solid","LinearDown-3"
"14089",3519.5,0.0784382258016514,3519,0.0784382258016514,"#1B9E77",0.7,"solid","LinearDown-3"
"14090",3519,0.0784382258016514,3519,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14091",3519.5,0.0784382258016514,3520,0.0784382258016514,"#1B9E77",0.7,"solid","LinearDown-3"
"14092",3520,0.0784382258016514,3520,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14093",3521.21875,0.206229883558742,3523.6875,0.206229883558742,"#1B9E77",0.7,"solid","LinearDown-3"
"14094",3523.6875,0.206229883558742,3523.6875,0.131974442972589,"#1B9E77",0.7,"solid","LinearDown-3"
"14095",3523.6875,0.131974442972589,3521.75,0.131974442972589,"#1B9E77",0.7,"solid","LinearDown-3"
"14096",3521.75,0.131974442972589,3521.75,0.0708921482784867,"#1B9E77",0.7,"solid","LinearDown-3"
"14097",3521.75,0.0708921482784867,3521,0.0708921482784867,"#1B9E77",0.7,"solid","LinearDown-3"
"14098",3521,0.0708921482784867,3521,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14099",3521.75,0.0708921482784867,3522.5,0.0708921482784867,"#1B9E77",0.7,"solid","LinearDown-3"
"14100",3522.5,0.0708921482784867,3522.5,0.0356496666623881,"#1B9E77",0.7,"solid","LinearDown-3"
"14101",3522.5,0.0356496666623881,3522,0.0356496666623881,"#1B9E77",0.7,"solid","LinearDown-3"
"14102",3522,0.0356496666623881,3522,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14103",3522.5,0.0356496666623881,3523,0.0356496666623881,"#1B9E77",0.7,"solid","LinearDown-3"
"14104",3523,0.0356496666623881,3523,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14105",3523.6875,0.131974442972589,3525.625,0.131974442972589,"#1B9E77",0.7,"solid","LinearDown-3"
"14106",3525.625,0.131974442972589,3525.625,0.0756615234189447,"#1B9E77",0.7,"solid","LinearDown-3"
"14107",3525.625,0.0756615234189447,3524.5,0.0756615234189447,"#1B9E77",0.7,"solid","LinearDown-3"
"14108",3524.5,0.0756615234189447,3524.5,0.0325643430128819,"#1B9E77",0.7,"solid","LinearDown-3"
"14109",3524.5,0.0325643430128819,3524,0.0325643430128819,"#1B9E77",0.7,"solid","LinearDown-3"
"14110",3524,0.0325643430128819,3524,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14111",3524.5,0.0325643430128819,3525,0.0325643430128819,"#1B9E77",0.7,"solid","LinearDown-3"
"14112",3525,0.0325643430128819,3525,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14113",3525.625,0.0756615234189447,3526.75,0.0756615234189447,"#1B9E77",0.7,"solid","LinearDown-3"
"14114",3526.75,0.0756615234189447,3526.75,0.0619952474856917,"#1B9E77",0.7,"solid","LinearDown-3"
"14115",3526.75,0.0619952474856917,3526,0.0619952474856917,"#1B9E77",0.7,"solid","LinearDown-3"
"14116",3526,0.0619952474856917,3526,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14117",3526.75,0.0619952474856917,3527.5,0.0619952474856917,"#1B9E77",0.7,"solid","LinearDown-3"
"14118",3527.5,0.0619952474856917,3527.5,0.0404103201724636,"#1B9E77",0.7,"solid","LinearDown-3"
"14119",3527.5,0.0404103201724636,3527,0.0404103201724636,"#1B9E77",0.7,"solid","LinearDown-3"
"14120",3527,0.0404103201724636,3527,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14121",3527.5,0.0404103201724636,3528,0.0404103201724636,"#1B9E77",0.7,"solid","LinearDown-3"
"14122",3528,0.0404103201724636,3528,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14123",3530.48291015625,0.275222366346011,3539.7470703125,0.275222366346011,"#1B9E77",0.7,"solid","LinearDown-3"
"14124",3539.7470703125,0.275222366346011,3539.7470703125,0.225686449451353,"#1B9E77",0.7,"solid","LinearDown-3"
"14125",3539.7470703125,0.225686449451353,3531.203125,0.225686449451353,"#1B9E77",0.7,"solid","LinearDown-3"
"14126",3531.203125,0.225686449451353,3531.203125,0.122354842151119,"#1B9E77",0.7,"solid","LinearDown-3"
"14127",3531.203125,0.122354842151119,3529.5,0.122354842151119,"#1B9E77",0.7,"solid","LinearDown-3"
"14128",3529.5,0.122354842151119,3529.5,0.0856494519586659,"#1B9E77",0.7,"solid","LinearDown-3"
"14129",3529.5,0.0856494519586659,3529,0.0856494519586659,"#1B9E77",0.7,"solid","LinearDown-3"
"14130",3529,0.0856494519586659,3529,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14131",3529.5,0.0856494519586659,3530,0.0856494519586659,"#1B9E77",0.7,"solid","LinearDown-3"
"14132",3530,0.0856494519586659,3530,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14133",3531.203125,0.122354842151119,3532.90625,0.122354842151119,"#1B9E77",0.7,"solid","LinearDown-3"
"14134",3532.90625,0.122354842151119,3532.90625,0.103559209450629,"#1B9E77",0.7,"solid","LinearDown-3"
"14135",3532.90625,0.103559209450629,3531.5,0.103559209450629,"#1B9E77",0.7,"solid","LinearDown-3"
"14136",3531.5,0.103559209450629,3531.5,0.0511202332667535,"#1B9E77",0.7,"solid","LinearDown-3"
"14137",3531.5,0.0511202332667535,3531,0.0511202332667535,"#1B9E77",0.7,"solid","LinearDown-3"
"14138",3531,0.0511202332667535,3531,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14139",3531.5,0.0511202332667535,3532,0.0511202332667535,"#1B9E77",0.7,"solid","LinearDown-3"
"14140",3532,0.0511202332667535,3532,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14141",3532.90625,0.103559209450629,3534.3125,0.103559209450629,"#1B9E77",0.7,"solid","LinearDown-3"
"14142",3534.3125,0.103559209450629,3534.3125,0.0581366787530783,"#1B9E77",0.7,"solid","LinearDown-3"
"14143",3534.3125,0.0581366787530783,3533,0.0581366787530783,"#1B9E77",0.7,"solid","LinearDown-3"
"14144",3533,0.0581366787530783,3533,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14145",3534.3125,0.0581366787530783,3535.625,0.0581366787530783,"#1B9E77",0.7,"solid","LinearDown-3"
"14146",3535.625,0.0581366787530783,3535.625,0.0483752340040692,"#1B9E77",0.7,"solid","LinearDown-3"
"14147",3535.625,0.0483752340040692,3534.5,0.0483752340040692,"#1B9E77",0.7,"solid","LinearDown-3"
"14148",3534.5,0.0483752340040692,3534.5,0.0157071133082631,"#1B9E77",0.7,"solid","LinearDown-3"
"14149",3534.5,0.0157071133082631,3534,0.0157071133082631,"#1B9E77",0.7,"solid","LinearDown-3"
"14150",3534,0.0157071133082631,3534,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14151",3534.5,0.0157071133082631,3535,0.0157071133082631,"#1B9E77",0.7,"solid","LinearDown-3"
"14152",3535,0.0157071133082631,3535,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14153",3535.625,0.0483752340040692,3536.75,0.0483752340040692,"#1B9E77",0.7,"solid","LinearDown-3"
"14154",3536.75,0.0483752340040692,3536.75,0.0305505745071023,"#1B9E77",0.7,"solid","LinearDown-3"
"14155",3536.75,0.0305505745071023,3536,0.0305505745071023,"#1B9E77",0.7,"solid","LinearDown-3"
"14156",3536,0.0305505745071023,3536,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14157",3536.75,0.0305505745071023,3537.5,0.0305505745071023,"#1B9E77",0.7,"solid","LinearDown-3"
"14158",3537.5,0.0305505745071023,3537.5,0.0195129652009962,"#1B9E77",0.7,"solid","LinearDown-3"
"14159",3537.5,0.0195129652009962,3537,0.0195129652009962,"#1B9E77",0.7,"solid","LinearDown-3"
"14160",3537,0.0195129652009962,3537,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14161",3537.5,0.0195129652009962,3538,0.0195129652009962,"#1B9E77",0.7,"solid","LinearDown-3"
"14162",3538,0.0195129652009962,3538,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14163",3539.7470703125,0.225686449451353,3548.291015625,0.225686449451353,"#1B9E77",0.7,"solid","LinearDown-3"
"14164",3548.291015625,0.225686449451353,3548.291015625,0.178394153440091,"#1B9E77",0.7,"solid","LinearDown-3"
"14165",3548.291015625,0.178394153440091,3541.625,0.178394153440091,"#1B9E77",0.7,"solid","LinearDown-3"
"14166",3541.625,0.178394153440091,3541.625,0.101323143221298,"#1B9E77",0.7,"solid","LinearDown-3"
"14167",3541.625,0.101323143221298,3539.75,0.101323143221298,"#1B9E77",0.7,"solid","LinearDown-3"
"14168",3539.75,0.101323143221298,3539.75,0.0737151865836766,"#1B9E77",0.7,"solid","LinearDown-3"
"14169",3539.75,0.0737151865836766,3539,0.0737151865836766,"#1B9E77",0.7,"solid","LinearDown-3"
"14170",3539,0.0737151865836766,3539,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14171",3539.75,0.0737151865836766,3540.5,0.0737151865836766,"#1B9E77",0.7,"solid","LinearDown-3"
"14172",3540.5,0.0737151865836766,3540.5,0.03898644606836,"#1B9E77",0.7,"solid","LinearDown-3"
"14173",3540.5,0.03898644606836,3540,0.03898644606836,"#1B9E77",0.7,"solid","LinearDown-3"
"14174",3540,0.03898644606836,3540,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14175",3540.5,0.03898644606836,3541,0.03898644606836,"#1B9E77",0.7,"solid","LinearDown-3"
"14176",3541,0.03898644606836,3541,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14177",3541.625,0.101323143221298,3543.5,0.101323143221298,"#1B9E77",0.7,"solid","LinearDown-3"
"14178",3543.5,0.101323143221298,3543.5,0.0899576431857159,"#1B9E77",0.7,"solid","LinearDown-3"
"14179",3543.5,0.0899576431857159,3542.5,0.0899576431857159,"#1B9E77",0.7,"solid","LinearDown-3"
"14180",3542.5,0.0899576431857159,3542.5,0.0374330757997241,"#1B9E77",0.7,"solid","LinearDown-3"
"14181",3542.5,0.0374330757997241,3542,0.0374330757997241,"#1B9E77",0.7,"solid","LinearDown-3"
"14182",3542,0.0374330757997241,3542,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14183",3542.5,0.0374330757997241,3543,0.0374330757997241,"#1B9E77",0.7,"solid","LinearDown-3"
"14184",3543,0.0374330757997241,3543,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14185",3543.5,0.0899576431857159,3544.5,0.0899576431857159,"#1B9E77",0.7,"solid","LinearDown-3"
"14186",3544.5,0.0899576431857159,3544.5,0.0531619334806731,"#1B9E77",0.7,"solid","LinearDown-3"
"14187",3544.5,0.0531619334806731,3544,0.0531619334806731,"#1B9E77",0.7,"solid","LinearDown-3"
"14188",3544,0.0531619334806731,3544,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14189",3544.5,0.0531619334806731,3545,0.0531619334806731,"#1B9E77",0.7,"solid","LinearDown-3"
"14190",3545,0.0531619334806731,3545,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14191",3548.291015625,0.178394153440091,3554.95703125,0.178394153440091,"#1B9E77",0.7,"solid","LinearDown-3"
"14192",3554.95703125,0.178394153440091,3554.95703125,0.166938586068118,"#1B9E77",0.7,"solid","LinearDown-3"
"14193",3554.95703125,0.166938586068118,3548.625,0.166938586068118,"#1B9E77",0.7,"solid","LinearDown-3"
"14194",3548.625,0.166938586068118,3548.625,0.105973983734191,"#1B9E77",0.7,"solid","LinearDown-3"
"14195",3548.625,0.105973983734191,3546.75,0.105973983734191,"#1B9E77",0.7,"solid","LinearDown-3"
"14196",3546.75,0.105973983734191,3546.75,0.0477030531216234,"#1B9E77",0.7,"solid","LinearDown-3"
"14197",3546.75,0.0477030531216234,3546,0.0477030531216234,"#1B9E77",0.7,"solid","LinearDown-3"
"14198",3546,0.0477030531216234,3546,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14199",3546.75,0.0477030531216234,3547.5,0.0477030531216234,"#1B9E77",0.7,"solid","LinearDown-3"
"14200",3547.5,0.0477030531216234,3547.5,0.0328531255503138,"#1B9E77",0.7,"solid","LinearDown-3"
"14201",3547.5,0.0328531255503138,3547,0.0328531255503138,"#1B9E77",0.7,"solid","LinearDown-3"
"14202",3547,0.0328531255503138,3547,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14203",3547.5,0.0328531255503138,3548,0.0328531255503138,"#1B9E77",0.7,"solid","LinearDown-3"
"14204",3548,0.0328531255503138,3548,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14205",3548.625,0.105973983734191,3550.5,0.105973983734191,"#1B9E77",0.7,"solid","LinearDown-3"
"14206",3550.5,0.105973983734191,3550.5,0.0603704475490074,"#1B9E77",0.7,"solid","LinearDown-3"
"14207",3550.5,0.0603704475490074,3549.5,0.0603704475490074,"#1B9E77",0.7,"solid","LinearDown-3"
"14208",3549.5,0.0603704475490074,3549.5,0.0336472948430426,"#1B9E77",0.7,"solid","LinearDown-3"
"14209",3549.5,0.0336472948430426,3549,0.0336472948430426,"#1B9E77",0.7,"solid","LinearDown-3"
"14210",3549,0.0336472948430426,3549,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14211",3549.5,0.0336472948430426,3550,0.0336472948430426,"#1B9E77",0.7,"solid","LinearDown-3"
"14212",3550,0.0336472948430426,3550,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14213",3550.5,0.0603704475490074,3551.5,0.0603704475490074,"#1B9E77",0.7,"solid","LinearDown-3"
"14214",3551.5,0.0603704475490074,3551.5,0.0430089647372022,"#1B9E77",0.7,"solid","LinearDown-3"
"14215",3551.5,0.0430089647372022,3551,0.0430089647372022,"#1B9E77",0.7,"solid","LinearDown-3"
"14216",3551,0.0430089647372022,3551,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14217",3551.5,0.0430089647372022,3552,0.0430089647372022,"#1B9E77",0.7,"solid","LinearDown-3"
"14218",3552,0.0430089647372022,3552,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14219",3554.95703125,0.166938586068118,3561.2890625,0.166938586068118,"#1B9E77",0.7,"solid","LinearDown-3"
"14220",3561.2890625,0.166938586068118,3561.2890625,0.10729863447557,"#1B9E77",0.7,"solid","LinearDown-3"
"14221",3561.2890625,0.10729863447557,3556.5,0.10729863447557,"#1B9E77",0.7,"solid","LinearDown-3"
"14222",3556.5,0.10729863447557,3556.5,0.0633362241633687,"#1B9E77",0.7,"solid","LinearDown-3"
"14223",3556.5,0.0633362241633687,3554.5,0.0633362241633687,"#1B9E77",0.7,"solid","LinearDown-3"
"14224",3554.5,0.0633362241633687,3554.5,0.0339684288405004,"#1B9E77",0.7,"solid","LinearDown-3"
"14225",3554.5,0.0339684288405004,3553.5,0.0339684288405004,"#1B9E77",0.7,"solid","LinearDown-3"
"14226",3553.5,0.0339684288405004,3553.5,0.00759003267741332,"#1B9E77",0.7,"solid","LinearDown-3"
"14227",3553.5,0.00759003267741332,3553,0.00759003267741332,"#1B9E77",0.7,"solid","LinearDown-3"
"14228",3553,0.00759003267741332,3553,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14229",3553.5,0.00759003267741332,3554,0.00759003267741332,"#1B9E77",0.7,"solid","LinearDown-3"
"14230",3554,0.00759003267741332,3554,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14231",3554.5,0.0339684288405004,3555.5,0.0339684288405004,"#1B9E77",0.7,"solid","LinearDown-3"
"14232",3555.5,0.0339684288405004,3555.5,0.0217160436332585,"#1B9E77",0.7,"solid","LinearDown-3"
"14233",3555.5,0.0217160436332585,3555,0.0217160436332585,"#1B9E77",0.7,"solid","LinearDown-3"
"14234",3555,0.0217160436332585,3555,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14235",3555.5,0.0217160436332585,3556,0.0217160436332585,"#1B9E77",0.7,"solid","LinearDown-3"
"14236",3556,0.0217160436332585,3556,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14237",3556.5,0.0633362241633687,3558.5,0.0633362241633687,"#1B9E77",0.7,"solid","LinearDown-3"
"14238",3558.5,0.0633362241633687,3558.5,0.0602762940470875,"#1B9E77",0.7,"solid","LinearDown-3"
"14239",3558.5,0.0602762940470875,3557.5,0.0602762940470875,"#1B9E77",0.7,"solid","LinearDown-3"
"14240",3557.5,0.0602762940470875,3557.5,0.0330150478189212,"#1B9E77",0.7,"solid","LinearDown-3"
"14241",3557.5,0.0330150478189212,3557,0.0330150478189212,"#1B9E77",0.7,"solid","LinearDown-3"
"14242",3557,0.0330150478189212,3557,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14243",3557.5,0.0330150478189212,3558,0.0330150478189212,"#1B9E77",0.7,"solid","LinearDown-3"
"14244",3558,0.0330150478189212,3558,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14245",3558.5,0.0602762940470875,3559.5,0.0602762940470875,"#1B9E77",0.7,"solid","LinearDown-3"
"14246",3559.5,0.0602762940470875,3559.5,0.033902213566371,"#1B9E77",0.7,"solid","LinearDown-3"
"14247",3559.5,0.033902213566371,3559,0.033902213566371,"#1B9E77",0.7,"solid","LinearDown-3"
"14248",3559,0.033902213566371,3559,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14249",3559.5,0.033902213566371,3560,0.033902213566371,"#1B9E77",0.7,"solid","LinearDown-3"
"14250",3560,0.033902213566371,3560,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14251",3561.2890625,0.10729863447557,3566.078125,0.10729863447557,"#1B9E77",0.7,"solid","LinearDown-3"
"14252",3566.078125,0.10729863447557,3566.078125,0.0711499894794486,"#1B9E77",0.7,"solid","LinearDown-3"
"14253",3566.078125,0.0711499894794486,3563.125,0.0711499894794486,"#1B9E77",0.7,"solid","LinearDown-3"
"14254",3563.125,0.0711499894794486,3563.125,0.046879570927141,"#1B9E77",0.7,"solid","LinearDown-3"
"14255",3563.125,0.046879570927141,3561.75,0.046879570927141,"#1B9E77",0.7,"solid","LinearDown-3"
"14256",3561.75,0.046879570927141,3561.75,0.0212185257809644,"#1B9E77",0.7,"solid","LinearDown-3"
"14257",3561.75,0.0212185257809644,3561,0.0212185257809644,"#1B9E77",0.7,"solid","LinearDown-3"
"14258",3561,0.0212185257809644,3561,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14259",3561.75,0.0212185257809644,3562.5,0.0212185257809644,"#1B9E77",0.7,"solid","LinearDown-3"
"14260",3562.5,0.0212185257809644,3562.5,0.0132959862694494,"#1B9E77",0.7,"solid","LinearDown-3"
"14261",3562.5,0.0132959862694494,3562,0.0132959862694494,"#1B9E77",0.7,"solid","LinearDown-3"
"14262",3562,0.0132959862694494,3562,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14263",3562.5,0.0132959862694494,3563,0.0132959862694494,"#1B9E77",0.7,"solid","LinearDown-3"
"14264",3563,0.0132959862694494,3563,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14265",3563.125,0.046879570927141,3564.5,0.046879570927141,"#1B9E77",0.7,"solid","LinearDown-3"
"14266",3564.5,0.046879570927141,3564.5,0.0264236694508463,"#1B9E77",0.7,"solid","LinearDown-3"
"14267",3564.5,0.0264236694508463,3564,0.0264236694508463,"#1B9E77",0.7,"solid","LinearDown-3"
"14268",3564,0.0264236694508463,3564,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14269",3564.5,0.0264236694508463,3565,0.0264236694508463,"#1B9E77",0.7,"solid","LinearDown-3"
"14270",3565,0.0264236694508463,3565,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14271",3566.078125,0.0711499894794486,3569.03125,0.0711499894794486,"#1B9E77",0.7,"solid","LinearDown-3"
"14272",3569.03125,0.0711499894794486,3569.03125,0.0557399230391454,"#1B9E77",0.7,"solid","LinearDown-3"
"14273",3569.03125,0.0557399230391454,3566.75,0.0557399230391454,"#1B9E77",0.7,"solid","LinearDown-3"
"14274",3566.75,0.0557399230391454,3566.75,0.0344185723845912,"#1B9E77",0.7,"solid","LinearDown-3"
"14275",3566.75,0.0344185723845912,3566,0.0344185723845912,"#1B9E77",0.7,"solid","LinearDown-3"
"14276",3566,0.0344185723845912,3566,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14277",3566.75,0.0344185723845912,3567.5,0.0344185723845912,"#1B9E77",0.7,"solid","LinearDown-3"
"14278",3567.5,0.0344185723845912,3567.5,0.0186910212679071,"#1B9E77",0.7,"solid","LinearDown-3"
"14279",3567.5,0.0186910212679071,3567,0.0186910212679071,"#1B9E77",0.7,"solid","LinearDown-3"
"14280",3567,0.0186910212679071,3567,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14281",3567.5,0.0186910212679071,3568,0.0186910212679071,"#1B9E77",0.7,"solid","LinearDown-3"
"14282",3568,0.0186910212679071,3568,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14283",3569.03125,0.0557399230391454,3571.3125,0.0557399230391454,"#1B9E77",0.7,"solid","LinearDown-3"
"14284",3571.3125,0.0557399230391454,3571.3125,0.0479645914757969,"#1B9E77",0.7,"solid","LinearDown-3"
"14285",3571.3125,0.0479645914757969,3569.75,0.0479645914757969,"#1B9E77",0.7,"solid","LinearDown-3"
"14286",3569.75,0.0479645914757969,3569.75,0.019092646089223,"#1B9E77",0.7,"solid","LinearDown-3"
"14287",3569.75,0.019092646089223,3569,0.019092646089223,"#1B9E77",0.7,"solid","LinearDown-3"
"14288",3569,0.019092646089223,3569,0,"#1B9E77",0.7,"solid","LinearDown-3"
"14289",3569.75,0.019092646089223,3570.5,0.019092646089223,"#1B9E77",0.7,"solid","LinearDown-3"
